Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,,,PT,,83.1
2017,,,PT,,74.3
2017,,,PT,,78.1
2017,,,PT,,93.4
2017,,,PT,,83.4
