Year,SERIES,ເຂດອ້າງອີງ,UNIT_MEASURE,GeoCode,Value
2017,_L_LA_050304_01,,ເປີເຊັນ,,3.0
2017,_L_LA_050304_02,,ເປີເຊັນ,,18.2
2017,_L_LA_050304_03,,ເປີເຊັນ,,2.3
2017,_L_LA_050304_04,,ເປີເຊັນ,,18.4
