Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,30,,ເປີເຊັນ,_L_LA_170802_01
2016,39,,ເປີເຊັນ,_L_LA_170802_01
2017,42,,ເປີເຊັນ,_L_LA_170802_01
2018,45,,ເປີເຊັນ,_L_LA_170802_01
2019,50,,ເປີເຊັນ,_L_LA_170802_01
