Year,Value,GeoCode,UNIT_MEASURE,SERIES
2017,83.1,,ເປີເຊັນ,
2017,74.3,,ເປີເຊັນ,
2017,78.1,,ເປີເຊັນ,
2017,93.4,,ເປີເຊັນ,
2017,83.4,,ເປີເຊັນ,
